Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,PPP Exchange rate [€ EU27-year/ local currency-year],Inflation adjustment ratio [GDP deflator 2019/GDP deflator year],Adjusted Monetary value [EU27 2019 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Sound insulation,benefit,building,economic,50.48,2017 €/m2,0,40,every year,1.262,1.193,1.619,2.436951708,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Sound insulation,benefit,building,economic,50.48,2017 €/m2,0,40,every year,1.262,1.193,1.619,2.436951708,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Sound insulation,benefit,building,economic,50.48,2017 €/m2,0,40,every year,1.262,1.193,1.619,2.436951708,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Sound insulation,benefit,building,economic,79.63,2017 €/m2,0,40,every year,1.9908,1.193,1.619,3.844185113,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Sound insulation,benefit,building,economic,79.63,2017 €/m2,0,40,every year,1.9908,1.193,1.619,3.844185113,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Sound insulation,benefit,building,economic,79.63,2017 €/m2,0,40,every year,1.9908,1.193,1.619,3.844185113,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Aesthetics increase,benefit,building,economic,105.16,2017 €/m2,0,40,every year,105.16,1.193,1.619,203.0664355,Benefit transfer (based on hedonic pricing),3.5,% increase in property value,"Value adapted from literature (adapted from Bianchini and Hewage, 2012; CABE, 2004; CABE, 2005)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Aesthetics increase,benefit,building,economic,116.13,2017 €/m2,0,40,every year,116.13,1.193,1.619,224.2497638,Benefit transfer (based on hedonic pricing),3.5,% increase in property value,"Value adapted from literature (adapted from Bianchini and Hewage, 2012; CABE, 2004; CABE, 2005)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Installation of green roof (net),cost,building,financial,41.49,2017 €/m2,0,40,0,41.49,1.193,1.619,80.1181667,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Replacement of green roof,cost,building,financial,16.03,2017 €/m2,last year,40,last year,16.03,1.193,1.619,30.95430736,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,36.37,2017 €/m2,every 20 years,40,every year,1.8185,1.193,1.619,3.511566309,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Installation of green roof (net),cost,building,financial,29.34,2017 €/m2,0,40,0,29.34,1.193,1.619,56.65623068,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Replacement of green roof,cost,building,financial,24.23,2017 €/m2,last year,40,last year,24.23,1.193,1.619,46.78870039,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Longevity increase,benefit,building,financial,24.23,2017 €/m2,every 20 years,40,every year,1.2115,1.193,1.619,2.339435019,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Installation of green roof (net),cost,building,financial,21.01,2017 €/m2,0,40,0,21.01,1.193,1.619,40.57080459,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Installation of green roof (net),cost,building,financial,21.01,2017 €/m2,0,40,0,21.01,1.193,1.619,40.57080459,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Replacement of green roof,cost,building,financial,15.89,2017 €/m2,last year,40,last year,15.89,1.193,1.619,30.68396406,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Longevity increase,benefit,building,financial,15.89,2017 €/m2,every 20 years,40,every year,0.7945,1.193,1.619,1.534198203,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Replacement of green roof,cost,building,financial,15.9,2017 €/m2,last year,40,last year,15.9,1.193,1.619,30.7032743,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Longevity increase,benefit,building,financial,15.9,2017 €/m2,every 20 years,40,every year,0.795,1.193,1.619,1.535163715,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,1.17,2017 €/m2,every year,40,every year,1.17,1.193,1.619,2.259297543,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (cooling),benefit,building,financial,0.25,2017 €/m2,every year,40,every year,0.25,1.193,1.619,0.482755885,Avoided cost (electricity consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (heating),benefit,building,financial,0.06,2017 €/m2,every year,40,every year,0.06,1.193,1.619,0.115861412,Avoided cost (natural gas consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.31,2017 €/m2,every year,40,every year,0.31,1.193,1.619,0.598617298,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Energy consumption reduction (cooling),benefit,building,financial,0.62,2017 €/m2,every year,40,every year,0.62,1.193,1.619,1.197234595,Avoided cost (electricity consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Energy consumption reduction (heating),benefit,building,financial,0.17,2017 €/m2,every year,40,every year,0.17,1.193,1.619,0.328274002,Avoided cost (natural gas consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.79,2017 €/m2,every year,40,every year,0.79,1.193,1.619,1.525508597,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Energy consumption reduction (cooling),benefit,building,financial,0.51,2017 €/m2,every year,40,every year,0.51,1.193,1.619,0.984822006,Avoided cost (electricity consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Energy consumption reduction (heating),benefit,building,financial,0.76,2017 €/m2,every year,40,every year,0.76,1.193,1.619,1.467577891,Avoided cost (natural gas consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.27,2017 €/m2,every year,40,every year,1.27,1.193,1.619,2.452399897,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Energy consumption reduction (cooling),benefit,building,financial,0.21,2017 €/m2,every year,40,every year,0.21,1.193,1.619,0.405514944,Avoided cost (electricity consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Energy consumption reduction (heating),benefit,building,financial,0.96,2017 €/m2,every year,40,every year,0.96,1.193,1.619,1.853782599,Avoided cost (natural gas consumption),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Sound insulation,benefit,building,economic,50.48,2017 €/m2,0,40,every year,1.262,1.193,1.619,2.436951708,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Sound insulation,benefit,building,economic,79.63,2017 €/m2,0,40,every year,1.9908,1.193,1.619,3.844185113,Hedonic pricing,04-Aug,dB reduction,"Value from literature (Connelly and Hodgson, 2008)",0.6,% increase in property value/dB reduced,"Value from literature (Claus and Rousseau, 2012)",Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis
